#{"t_start": 1765983727.382072, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-0.04265560016307722,1,2.744761,-0.04265560016307722,nan,nan,[2182.3822207  1582.63989396 2271.17254097],nan,[6038.77052944],[93.8407919  68.54836675 68.92917844],[93.8407919  68.54836675 68.92917844],[94.41203805 69.41203805 69.41203805],[ 0.57124615 25.8636713  25.48285961],[ 0.57124615 25.8636713  25.48285961],[ 0. 25. 25.],94.41203804848365,10.0,0.03963698196033377
0.00034020309472548773,1,2.745044,0.00034020309472548773,nan,nan,[1670.33667569 1089.4491917  2155.62300021],nan,[4915.39214528],[90.41919154 62.79899996 62.15860766],[90.41919154 62.79899996 62.15860766],[90.73969763 63.23969763 61.98969763],[ 0.3205061  27.94069767 28.58108997],[ 0.3205061  27.94069767 28.58108997],[ 0.   27.5  28.75],90.73969763117745,10.0,0.0650631585278886
-0.0009009154592836482,1,2.745317,-0.0009009154592836482,nan,nan,[1913.78652777 1473.66379092 2200.92694108],nan,[5588.42760678],[92.58148394 69.26578723 65.48932515],[92.58148394 69.26578723 65.48932515],[92.8980609 69.1480609 65.3980609],[ 0.31657696 23.63227367 27.40873575],[ 0.31657696 23.63227367 27.40873575],[ 0.   23.75 27.5 ],92.89806090060311,10.0,0.06829536651983062
0.002957524134033017,1,2.745595,0.002957524134033017,nan,nan,[2155.55482063 1667.93514702 2292.37984608],nan,[6115.68894075],[94.34191225 70.84153173 69.82559202],[94.34191225 70.84153173 69.82559202],[94.6973419 70.9473419 69.6973419],[ 0.35542965 23.85581017 24.87174988],[ 0.35542965 23.85581017 24.87174988],[ 0.   23.75 25.  ],94.69734189953287,10.0,0.06007564974058061
-0.08748262140516502,1,2.745872,-0.08748262140516502,nan,nan,[1705.34846266  975.04320267 2056.81390567],nan,[4741.35343126],[89.67187985 58.4486924  59.29292782],[89.67187985 58.4486924  59.29292782],[90.27489766 60.27489766 60.27489766],[ 0.60301781 31.82620525 30.98196983],[ 0.60301781 31.82620525 30.98196983],[ 0. 30. 30.],90.2748976551249,10.0,0.030231229426673303
-0.03180146269297772,1,2.99652,-0.03180146269297772,nan,nan,[2145.1905784  1442.93863799 2262.61198572],nan,[5852.60241529],[93.10804745 66.18689915 68.06431671],[93.10804745 66.18689915 68.06431671],[93.78969571 67.53969571 68.78969571],[ 0.68164825 27.60279655 25.72537899],[ 0.68164825 27.60279655 25.72537899],[ 0.   26.25 25.  ],93.78969570502207,10.0,0.030137294245887254
0.0020727059738344586,1,2.996992,0.0020727059738344586,nan,nan,[1762.02412695 1244.44906264 2159.69187089],nan,[5166.05798329],[91.21906584 65.1203472  63.02461451],[91.21906584 65.1203472  63.02461451],[91.50241679 65.25241679 62.75241679],[ 0.28335094 26.38206959 28.47780228],[ 0.28335094 26.38206959 28.47780228],[ 0.   26.25 28.75],91.50241678939425,10.0,0.07107731290875602
-0.034311146580616333,1,2.997276,-0.034311146580616333,nan,nan,[2026.3264027  1279.84533275 2218.38586289],nan,[5526.45378801],[92.05455137 63.74784781 65.76320005],[92.05455137 63.74784781 65.76320005],[92.70631147 65.20631147 66.45631147],[ 0.6517601  28.95846367 26.94311142],[ 0.6517601  28.95846367 26.94311142],[ 0.   27.5  26.25],92.70631147385534,10.0,0.03219149677820765
0.010708296318717087,1,2.997548,0.010708296318717087,nan,nan,[2135.8761575  1658.59707504 2299.37688664],nan,[6093.19764151],[94.32595869 70.90147396 69.95685239],[94.32595869 70.90147396 69.95685239],[94.62361475 70.87361475 69.62361475],[ 0.29765606 23.72214079 24.66676235],[ 0.29765606 23.72214079 24.66676235],[ 0.   23.75 25.  ],94.62361474673118,10.0,0.06624289359128982
-0.019921289720963777,1,2.997828,-0.019921289720963777,nan,nan,[2218.6400299  1830.44786302 2301.25862995],nan,[6351.61184587],[94.96595803 73.89830533 70.89594307],[94.96595803 73.89830533 70.89594307],[95.50728264 74.25728264 71.75728264],[ 0.54132462 21.60897732 24.61133957],[ 0.54132462 21.60897732 24.61133957],[ 0.   21.25 23.75],95.50728264342806,10.0,0.03651497100410551
-0.03450046991009469,1,2.998142,-0.03450046991009469,nan,nan,[1850.82356823 1085.1198093  2144.92129167],nan,[5082.61819635],[90.87635098 60.04305897 62.46459065],[90.87635098 60.04305897 62.46459065],[91.31554661 61.31554661 62.56554661],[ 0.43919563 31.27248764 28.85095596],[ 0.43919563 31.27248764 28.85095596],[ 0.   30.   28.75],91.3155466084572,10.0,0.05032675873101315
-0.047405824973148825,1,2.998421,-0.047405824973148825,nan,nan,[1989.09807603 1282.03133766 2174.20088706],nan,[5447.91292882],[91.86705256 63.721663   64.34475565],[91.86705256 63.721663   64.34475565],[92.45110655 64.95110655 64.95110655],[ 0.58405399 28.72944355 28.1063509 ],[ 0.58405399 28.72944355 28.1063509 ],[ 0.  27.5 27.5],92.45110655328133,10.0,0.0382113642566627
-0.048634734235563915,1,2.998699,-0.048634734235563915,nan,nan,[2039.70829812 1286.79935331 2210.78068799],nan,[5539.98269528],[92.05115654 63.62189152 65.60763695],[92.05115654 63.62189152 65.60763695],[92.75457241 65.25457241 66.50457241],[ 0.70341587 29.13268089 27.14693546],[ 0.70341587 29.13268089 27.14693546],[ 0.   27.5  26.25],92.7545724085375,10.0,0.026506484123006848
0.006137439424485663,1,2.998984,0.006137439424485663,nan,nan,[2225.03395415 1885.20160232 2350.88596131],nan,[6460.72499469],[95.45625416 75.71410862 72.80050961],[95.45625416 75.71410862 72.80050961],[95.9017059 75.9017059 73.4017059],[ 0.44545174 20.18759727 23.10119629],[ 0.44545174 20.18759727 23.10119629],[ 0.  20.  22.5],95.90170589531928,10.0,0.043245519926722056
-0.005208571505526746,1,2.999265,-0.005208571505526746,nan,nan,[1896.31053282 1215.21698433 2189.42291653],nan,[5301.22655185],[91.51004965 63.61363108 64.27771265],[91.51004965 63.61363108 64.27771265],[91.98891813 64.48891813 64.48891813],[ 0.47886848 28.37528706 27.71120548],[ 0.47886848 28.37528706 27.71120548],[ 0.  27.5 27.5],91.98891813277373,10.0,0.04954521017867121
-0.04024088521610804,1,3.251063,-0.04024088521610804,nan,nan,[1863.24048597 1068.65849969 2197.73060385],nan,[5131.69462886],[91.00940808 60.13748273 63.97621736],[91.00940808 60.13748273 63.97621736],[91.46933183 61.46933183 63.96933183],[ 0.45992374 31.3318491  27.49311447],[ 0.45992374 31.3318491  27.49311447],[ 0.  30.  27.5],91.46933182711754,10.0,0.04985012836684534
-0.028167003044342446,1,3.25152,-0.028167003044342446,nan,nan,[1673.87677375 1029.31027721 2155.64050165],nan,[4860.19652431],[90.24826147 61.12514593 62.00720885],[90.24826147 61.12514593 62.00720885],[90.58785536 61.83785536 61.83785536],[ 0.33959389 29.46270943 28.58064651],[ 0.33959389 29.46270943 28.58064651],[ 0.   28.75 28.75],90.58785536050677,10.0,0.061734438911526364
-0.006363079553175718,1,3.251819,-0.006363079553175718,nan,nan,[2136.19928173 1520.89402701 2265.51553524],nan,[5922.98572826],[93.4079998  68.04035359 68.37587528],[93.4079998  68.04035359 68.37587528],[94.01925736 69.01925736 69.01925736],[ 0.61125755 25.97890377 25.64338207],[ 0.61125755 25.97890377 25.64338207],[ 0. 25. 25.],94.01925735607465,10.0,0.03549362218009239
-0.0016368386342775936,1,3.252099,-0.0016368386342775936,nan,nan,[1918.5534957  1466.13064382 2195.33834215],nan,[5580.11381912],[92.52887615 69.15977129 65.33021816],[92.52887615 69.15977129 65.33021816],[92.88631329 69.13631329 65.38631329],[ 0.35743713 23.726542   27.55609512],[ 0.35743713 23.726542   27.55609512],[ 0.   23.75 27.5 ],92.88631328621828,10.0,0.06392690372606098
0.004066476973984953,1,3.252377,0.004066476973984953,nan,nan,[1770.78229515 1254.53507883 2160.74538284],nan,[5185.85187535],[91.28356024 65.195003   63.10987755],[91.28356024 65.195003   63.10987755],[91.56087443 65.31087443 62.81087443],[ 0.27731419 26.36587143 28.45099688],[ 0.27731419 26.36587143 28.45099688],[ 0.   26.25 28.75],91.5608744307107,10.0,0.07180651139729732
-0.08642751326051638,1,3.252662,-0.08642751326051638,nan,nan,[1797.70204044 1004.85908347 2084.13670643],nan,[4890.92493514],[90.26818862 57.84302345 60.38814655],[90.26818862 57.84302345 60.38814655],[90.7256042 59.4756042 60.7256042],[ 0.45741558 32.88258076 30.33745766],[ 0.45741558 32.88258076 30.33745766],[ 0.   31.25 30.  ],90.7256042029894,10.0,0.04444357455658042
-0.02837319493020259,1,3.252992,-0.02837319493020259,nan,nan,[2185.6484216  1674.94843341 2274.9277922 ],nan,[6137.26598565],[94.27019017 70.54497617 69.38744443],[94.27019017 70.54497617 69.38744443],[94.76317781 71.01317781 69.76317781],[ 0.49298763 24.21820164 25.37573338],[ 0.49298763 24.21820164 25.37573338],[ 0.   23.75 25.  ],94.76317780707377,10.0,0.0457320748488476
-0.00032081695941078945,1,3.253274,-0.00032081695941078945,nan,nan,[2192.87849656 1802.78619235 2305.20371475],nan,[6300.88861798],[94.81831703 73.81686363 70.83521995],[94.81831703 73.81686363 70.83521995],[95.32995376 74.07995376 71.57995376],[ 0.51163673 21.51309013 24.49473381],[ 0.51163673 21.51309013 24.49473381],[ 0.   21.25 23.75],95.32995376193337,10.0,0.03982621505274251
-0.006316049298817632,1,3.25355,-0.006316049298817632,nan,nan,[1941.97237591 1489.58944143 2258.68572863],nan,[5690.60696751],[92.97292348 69.68603727 67.38243219],[92.97292348 69.68603727 67.38243219],[93.21827051 69.46827051 66.96827051],[ 0.24534702 23.53223324 25.83583832],[ 0.24534702 23.53223324 25.83583832],[ 0.   23.75 26.25],93.21827050643505,10.0,0.07381672054294716
-0.0007461415465070197,1,3.253826,-0.0007461415465070197,nan,nan,[1917.9451632  1327.86824566 2201.92161714],nan,[5447.77567412],[92.07700407 65.85834657 65.07502472],[92.07700407 65.85834657 65.07502472],[92.45744859 66.20744859 64.95744859],[ 0.38044453 26.59910202 27.38242388],[ 0.38044453 26.59910202 27.38242388],[ 0.   26.25 27.5 ],92.45744859380788,10.0,0.061754079204824876
-0.0039130756122532605,1,3.502359,-0.0039130756122532605,nan,nan,[1956.3619003  1569.48719193 2252.77012258],nan,[5778.84534541],[93.27933624 71.35859087 67.52019241],[93.27933624 71.35859087 67.52019241],[93.52155998 71.02155998 67.27155998],[ 0.24222374 22.16296911 26.00136757],[ 0.24222374 22.16296911 26.00136757],[ 0.   22.5  26.25],93.5215599779856,10.0,0.07265285540220143
-0.011219289053806019,1,3.502837,-0.011219289053806019,nan,nan,[2086.63808874 1513.0796284  2225.96772229],nan,[5826.33911326],[93.14874062 68.02731404 66.96239838],[93.14874062 68.02731404 66.96239838],[93.70074162 68.70074162 67.45074162],[ 0.552001   25.67342758 26.73834324],[ 0.552001   25.67342758 26.73834324],[ 0.   25.   26.25],93.70074162000769,10.0,0.043280889087267065
-0.04361679793274169,1,3.503129,-0.04361679793274169,nan,nan,[2129.92178498 1273.00664727 2264.47160198],nan,[5669.8730513],[92.46561975 62.49723405 67.51152486],[92.46561975 62.49723405 67.51152486],[93.18441839 64.43441839 68.18441839],[ 0.71879864 30.68718433 25.67289352],[ 0.71879864 30.68718433 25.67289352],[ 0.   28.75 25.  ],93.18441838596857,10.0,0.025827971104172644
-0.012003004789950497,1,3.503409,-0.012003004789950497,nan,nan,[1923.71631725 1472.188411   2259.68734204],nan,[5656.27099277],[92.86364583 69.58911685 67.29223756],[92.86364583 69.58911685 67.29223756],[93.09994249 69.34994249 66.84994249],[ 0.23629665 23.51082563 25.80770493],[ 0.23629665 23.51082563 25.80770493],[ 0.   23.75 26.25],93.09994248735102,10.0,0.07477203616221259
-0.08426687624670673,1,3.503697,-0.08426687624670673,nan,nan,[2213.98653074 1684.52842629 2255.21178848],nan,[6158.91667219],[94.20372099 70.17643542 68.91016097],[94.20372099 70.17643542 68.91016097],[94.84333605 71.09333605 69.84333605],[ 0.63961506 24.66690063 25.93317509],[ 0.63961506 24.66690063 25.93317509],[ 0.   23.75 25.  ],94.84333605273798,10.0,0.03056821236054576
-0.014543227250094505,1,3.503976,-0.014543227250094505,nan,nan,[1615.18183042  997.42487165 2093.252673  ],nan,[4706.54385845],[89.74832497 60.54580174 59.9879261 ],[89.74832497 60.54580174 59.9879261 ],[90.10721645 61.35721645 60.10721645],[ 0.35889149 29.56141472 30.11929035],[ 0.35889149 29.56141472 30.11929035],[ 0.   28.75 30.  ],90.10721645496234,10.0,0.05765177519536114
-0.020535005910259956,1,3.50426,-0.020535005910259956,nan,nan,[2172.94713446 1731.05073532 2264.18531594],nan,[6169.45008266],[94.36395807 71.99434442 69.19804258],[94.36395807 71.99434442 69.19804258],[94.87902326 72.37902326 69.87902326],[ 0.51506519 22.88467884 25.68098068],[ 0.51506519 22.88467884 25.68098068],[ 0.  22.5 25. ],94.87902325882744,10.0,0.04122932676659657
-0.015048090014275524,1,3.504582,-0.015048090014275524,nan,nan,[1940.59916165 1243.25093104 2180.67826579],nan,[5365.33573903],[91.64854433 63.61071016 64.24818422],[91.64854433 63.61071016 64.24818422],[92.18708422 64.68708422 64.68708422],[ 0.53853989 28.57637405 27.93889999],[ 0.53853989 28.57637405 27.93889999],[ 0.  27.5 27.5],92.18708421813136,10.0,0.043072936637460604
-0.011601366921051005,1,3.504861,-0.011601366921051005,nan,nan,[2030.79598468 1533.11642427 2227.13517133],nan,[5791.71949891],[93.09687575 69.47101077 66.88117941],[93.09687575 69.47101077 66.88117941],[93.58785113 69.83785113 67.33785113],[ 0.49097538 24.11684036 26.70667171],[ 0.49097538 24.11684036 26.70667171],[ 0.   23.75 26.25],93.58785112932595,10.0,0.04780144847146951
-0.000774695885120798,1,3.505133,-0.000774695885120798,nan,nan,[2027.96843704 1558.40829659 2245.72695944],nan,[5832.14887449],[93.37354328 69.94615222 67.52753402],[93.37354328 69.94615222 67.52753402],[93.72460033 69.97460033 67.47460033],[ 0.35105705 23.7784481  26.19706631],[ 0.35105705 23.7784481  26.19706631],[ 0.   23.75 26.25],93.72460032795004,10.0,0.06256993723705453
-0.078265420566508,1,3.755844,-0.078265420566508,nan,nan,[2208.99776554 1755.68131007 2243.18639784],nan,[6212.72789106],[94.36517614 71.68320078 68.76799482],[94.36517614 71.68320078 68.76799482],[95.0352897 72.5352897 70.0352897],[ 0.67011356 23.35208893 26.26729488],[ 0.67011356 23.35208893 26.26729488],[ 0.  22.5 25. ],95.035289704918,10.0,0.02517025910470634
-0.010080811392223065,1,3.756302,-0.010080811392223065,nan,nan,[1666.78189277 1147.10542606 2154.5221133 ],nan,[4968.91033861],[90.58718902 64.44261295 62.28649837],[90.58718902 64.44261295 62.28649837],[90.89546901 64.64546901 62.14546901],[ 0.30827999 26.45285606 28.60897064],[ 0.30827999 26.45285606 28.60897064],[ 0.   26.25 28.75],90.89546901410887,10.0,0.06783584083193812
-0.007442689256183388,1,3.756607,-0.007442689256183388,nan,nan,[2057.1923034  1584.30799822 2304.47352864],nan,[5946.41640356],[93.85812552 70.4976085  69.59225924],[93.85812552 70.4976085  69.59225924],[94.10861762 70.35861762 69.10861762],[ 0.2504921  23.61100912 24.51635838],[ 0.2504921  23.61100912 24.51635838],[ 0.   23.75 25.  ],94.10861761934272,10.0,0.07123194269507321
-0.06410038795194972,1,3.756891,-0.06410038795194972,nan,nan,[1717.3641826   998.51034315 2074.58207918],nan,[4793.52927578],[89.92726117 58.9459303  59.86059934],[89.92726117 58.9459303  59.86059934],[90.42501717 60.42501717 60.42501717],[ 0.497756   31.47908688 30.56441784],[ 0.497756   31.47908688 30.56441784],[ 0. 30. 30.],90.42501717421781,10.0,0.04162039610370977
-0.012382621667888288,1,3.75717,-0.012382621667888288,nan,nan,[2146.3109907  1793.38314309 2270.57332574],nan,[6211.03654868],[94.60507329 73.773331   69.51972898],[94.60507329 73.773331   69.51972898],[95.01964028 73.76964028 70.01964028],[ 0.41456699 21.24630928 25.49991131],[ 0.41456699 21.24630928 25.49991131],[ 0.   21.25 25.  ],95.01964028333633,10.0,0.05047731793492044
-0.002274086407543122,1,3.757449,-0.002274086407543122,nan,nan,[2204.26638369 1890.10093118 2373.76228927],nan,[6468.27669834],[95.69714969 76.16325086 73.57622569],[95.69714969 76.16325086 73.57622569],[95.94665473 75.94665473 73.44665473],[ 0.24950504 19.78340387 22.37042904],[ 0.24950504 19.78340387 22.37042904],[ 0.  20.  22.5],95.94665473024986,10.0,0.063642747324087
-0.010532771140758651,1,3.757735,-0.010532771140758651,nan,nan,[1995.22247063 1253.64471295 2223.25285586],nan,[5472.69646604],[91.91472253 63.69132719 65.71939192],[91.91472253 63.69132719 65.71939192],[92.5312396 65.0312396 66.2812396],[ 0.61651707 28.83991241 26.81184769],[ 0.61651707 28.83991241 26.81184769],[ 0.   27.5  26.25],92.53123960185849,10.0,0.03597553665951289
-0.008420077389314332,1,3.758013,-0.008420077389314332,nan,nan,[1620.16961263 1028.58414184 2105.60960328],nan,[4754.76371253],[89.89858618 60.83034983 60.35808792],[89.89858618 60.83034983 60.35808792],[90.17904749 61.42904749 60.17904749],[ 0.28046131 29.34869766 29.82095957],[ 0.28046131 29.34869766 29.82095957],[ 0.   28.75 30.  ],90.17904749147239,10.0,0.0659986556783704
-0.07611335121363154,1,3.758328,-0.07611335121363154,nan,nan,[1689.86139004  975.03037684 2070.77661648],nan,[4739.27560485],[89.73652812 58.7079856  59.60151168],[89.73652812 58.7079856  59.60151168],[90.2558467 60.2558467 60.2558467],[ 0.51931858 31.5478611  30.65433502],[ 0.51931858 31.5478611  30.65433502],[ 0. 30. 30.],90.25584670237946,10.0,0.03928610484817032
-0.011552636129939044,1,3.758611,-0.011552636129939044,nan,nan,[1939.00964888 1237.33206614 2177.71403436],nan,[5354.67435542],[91.59608759 63.513631   64.13770593],[91.59608759 63.513631   64.13770593],[92.15336241 64.65336241 64.65336241],[ 0.55727482 28.63973141 28.01565647],[ 0.55727482 28.63973141 28.01565647],[ 0.  27.5 27.5],92.15336240545307,10.0,0.04097701647853011
-0.023493162650032512,1,4.008414,-0.023493162650032512,nan,nan,[2045.7995421  1473.63300572 2229.7064342 ],nan,[5750.48995398],[92.92935427 67.87366923 66.81433733],[92.92935427 67.87366923 66.81433733],[93.45111902 68.45111902 67.20111902],[ 0.52176476 25.5774498  26.63678169],[ 0.52176476 25.5774498  26.63678169],[ 0.   25.   26.25],93.45111902447692,10.0,0.046315308644571916
-0.010942732099044875,1,4.008861,-0.010942732099044875,nan,nan,[2217.10314044 1845.68950251 2315.82202438],nan,[6379.31273843],[95.17444991 74.28244017 71.42978571],[95.17444991 74.28244017 71.42978571],[95.6078472 74.3578472 71.8578472],[ 0.43339729 21.32540703 24.17806149],[ 0.43339729 21.32540703 24.17806149],[ 0.   21.25 23.75],95.60784719955102,10.0,0.048338816582416726
-0.0842611693375121,1,4.009152,-0.0842611693375121,nan,nan,[1843.93005663 1005.20835553 2135.21345763],nan,[4988.5552848],[90.5007807  57.97167933 61.9259516 ],[90.5007807  57.97167933 61.9259516 ],[91.019508 59.769508 62.269508],[ 0.5187273  33.04782867 29.0935564 ],[ 0.5187273  33.04782867 29.0935564 ],[ 0.   31.25 28.75],91.01950800019624,10.0,0.04071097312423623
-0.002608073897839156,1,4.009437,-0.002608073897839156,nan,nan,[2178.25994654 1893.68241855 2330.60937693],nan,[6402.71872965],[95.46324488 76.02175232 71.97613951],[95.46324488 76.02175232 71.97613951],[95.70607897 75.70607897 71.95607897],[ 0.24283409 19.68432665 23.72993946],[ 0.24283409 19.68432665 23.72993946],[ 0.   20.   23.75],95.70607896931514,10.0,0.0643990444874531
-0.019614754403564055,1,4.00972,-0.019614754403564055,nan,nan,[1885.27849679 1236.56822554 2136.88529991],nan,[5259.76371198],[91.40421791 63.54249878 62.80909939],[91.40421791 63.54249878 62.80909939],[91.86102314 64.36102314 63.11102314],[ 0.45680523 28.31852436 29.05192375],[ 0.45680523 28.31852436 29.05192375],[ 0.   27.5  28.75],91.86102314084359,10.0,0.05065220065433703
-0.011482307747947186,1,4.009999,-0.011482307747947186,nan,nan,[1828.45747869 1219.15723132 2155.52560813],nan,[5203.73782733],[91.33179041 63.69381281 63.08259102],[91.33179041 63.69381281 63.08259102],[91.66614863 64.16614863 62.91614863],[ 0.33435822 27.97233582 28.58355761],[ 0.33435822 27.97233582 28.58355761],[ 0.   27.5  28.75],91.66614862737853,10.0,0.06413509813521709
-0.013273958687105365,1,4.01027,-0.013273958687105365,nan,nan,[2220.67284811 1848.63600257 2314.54507033],nan,[6384.70142365],[95.18295074 74.2795589  71.41043925],[95.18295074 74.2795589  71.41043925],[95.62680507 74.37680507 71.87680507],[ 0.44385433 21.34724617 24.21636581],[ 0.44385433 21.34724617 24.21636581],[ 0.   21.25 23.75],95.62680506836108,10.0,0.04724836040476814
-0.060710244393773594,1,4.010545,-0.060710244393773594,nan,nan,[1669.72232453  953.71175443 2063.08752544],nan,[4689.36853149],[89.54389936 58.41288453 59.27220231],[89.54389936 58.41288453 59.27220231],[90.10740167 60.10740167 60.10740167],[ 0.56350231 31.69451714 30.83519936],[ 0.56350231 31.69451714 30.83519936],[ 0. 30. 30.],90.10740166887844,10.0,0.03442274376324315
0.00023205492880868964,1,4.010825,0.00023205492880868964,nan,nan,[1742.23928159 1088.8840638  2158.55777219],nan,[4989.6695388],[90.67423108 61.5785146  62.49417785],[90.67423108 61.5785146  62.49417785],[91.00080731 62.25080731 62.25080731],[ 0.32657623 29.42229271 28.50662947],[ 0.32657623 29.42229271 28.50662947],[ 0.   28.75 28.75],91.0008073125873,10.0,0.06345426845584456
