#{"t_start": 1757885500.709653, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
5.332734,1,909.243135,3.064086787687379,"[2463.4015832556797, 954.8217788220782, 2253.3084180085575]",5384.396238102012,5384.396238102012,[92.5151244  59.12723662 65.13957966],[84.52339172 74.38980103 61.55115128],[90.   61.25 60.  ],[-2.5151244  30.87276338 24.86042034],[ 5.47660828 15.61019897 28.44884872],[ 0.   28.75 30.  ],90.0,10.0,0.05
10.2219305,1,909.252316,5.920189245422151,"[2806.8252271329784, 1103.0157792860175, 2601.806107208866]",5907.7599990897115,5907.7599990897115,[91.93369015 60.78649355 71.45673216],[83.94195747 76.04905796 67.86830378],[92.  64.5 64.5],[ 0.06630985 31.21350645 20.54326784],[ 8.05804253 15.95094204 24.13169622],[ 0.  27.5 27.5],92.0,10.0,0.05
7.8095546,1,909.252596,6.709019232224875,"[3060.1166994296022, 2116.914307143859, 2413.3727373267816]",7040.566836348752,7040.566836348752,[93.96524437 79.02337767 80.94589317],[85.9735117  94.28594208 77.35746479],[96.   76.   74.75],[ 2.03475563 16.97662233 15.05410683],[10.0264883   1.71405792 18.64253521],[ 0.   20.   21.25],96.0,10.0,0.075
-0.98479444,1,909.252803,3.9904941169974135,"[2409.6044136116943, 858.3418102407661, 2063.4247784918925]",5384.396238102012,5384.396238102012,[89.74165352 60.15118958 66.49628627],[81.74992085 75.41375399 62.90785789],[90.   61.25 60.  ],[ 0.25834648 29.84881042 23.50371373],[ 8.25007915 14.58624601 27.09214211],[ 0.   28.75 30.  ],90.0,10.0,0.05
6.4403367,1,909.253005,8.913216853929388,"[2578.4168065613744, 534.8443226092596, 2626.2694370130816]",5392.2514120297865,5392.2514120297865,[90.49316795 50.         66.63730371],[82.50143528 65.23114443 63.04887533],[90.  57.5 60. ],[-0.49316795 40.         23.36269629],[ 7.49856472 24.76885557 26.95112467],[ 0.  32.5 30. ],90.0,10.0,0.025
4.408716,1,909.253213,2.8088550501336957,"[2470.7143345367363, 1453.8560304333485, 2250.2026601808097]",5914.039791785825,5914.039791785825,[91.91095455 68.34562136 69.33903158],[83.91922188 83.60818577 65.7506032 ],[92.   65.75 64.5 ],[ 0.08904545 23.65437864 22.66096842],[ 8.08077812  8.39181423 26.2493968 ],[ 0.   26.25 27.5 ],92.0,10.0,0.075
10.770326,1,909.253414,12.670778616829798,"[2794.7746213903574, 1891.7879913150448, 2465.9334436281724]",6457.050665070418,6457.050665070418,[93.52093037 71.27699639 72.88054598],[85.52919769 86.53956079 69.2921176 ],[94.   70.25 69.  ],[ 0.47906963 22.72300361 21.11945402],[ 8.47080231  7.46043921 24.7078824 ],[ 0.   23.75 25.  ],94.0,10.0,0.075
9.047475,1,909.253616,14.175295037279112,"[2628.110248484631, 1381.3699833201017, 2439.6308040021295]",5914.039791785825,5914.039791785825,[89.44641216 64.85737397 69.97615278],[81.45467949 80.11993837 66.3877244 ],[92.   65.75 64.5 ],[ 2.55358784 27.14262603 22.02384722],[10.54532051 11.88006163 25.6122756 ],[ 0.   26.25 27.5 ],92.0,10.0,0.075
-2.0047321,1,909.253814,4.783507707907817,"[2459.6422878200997, 985.5701519937942, 2344.1127964460743]",5907.7599990897115,5907.7599990897115,[89.53248127 63.0981095  70.62102735],[81.5407486  78.3606739  67.03259897],[92.  64.5 64.5],[ 2.46751873 28.9018905  21.37897265],[10.4592514  13.6393261  24.96740103],[ 0.  27.5 27.5],92.0,10.0,0.05
0.2511314,1,909.254009,6.23869823152219,"[2565.1914684518756, 895.3913302693246, 2481.513249971972]",5927.210961873994,5927.210961873994,[93.29676731 58.78159596 69.78440464],[85.30503464 74.04416037 66.19597626],[92.  62.  64.5],[-1.29676731 33.21840404 22.21559536],[ 6.69496536 17.95583963 25.80402374],[ 0.  30.  27.5],92.0,10.0,0.025
-3.9083142,1,1361.718879,-0.844227494568234,"[2468.2460002522607, 976.105810000282, 1751.1068820298242]",5406.772348175144,5406.772348175144,[87.51320751 64.86030222 66.50826442],[79.52147484 80.12286663 62.91983604],[90.   62.5  61.25],[ 2.48679249 25.13969778 23.49173558],[10.47852516  9.87713337 27.08016396],[ 0.   27.5  28.75],90.0,10.0,0.075
-4.195758,1,1361.746477,1.7244312551938767,"[2461.6629505099677, 878.4179232469573, 1839.8363916062071]",5406.772348175144,5406.772348175144,[85.55677803 61.35400893 66.3862561 ],[77.56504536 76.61657333 62.79782772],[90.   62.5  61.25],[ 4.44322197 28.64599107 23.6137439 ],[12.43495464 13.38342667 27.20217228],[ 0.   27.5  28.75],90.0,10.0,0.075
-3.509251,1,1361.746835,3.199768221411841,"[2574.210269526983, 829.8787855017235, 1812.9460798657408]",5406.772348175144,5406.772348175144,[90.45518787 61.54111983 68.72939098],[82.4634552  76.80368423 65.1409626 ],[90.   62.5  61.25],[-0.45518787 28.45888017 21.27060902],[ 7.5365448  13.19631577 24.8590374 ],[ 0.   27.5  28.75],90.0,10.0,0.075
-0.6827882,1,1361.747085,3.3077059495017593,"[2517.437397250335, 1225.659372486784, 2629.281571039789]",6416.187308523867,6416.187308523867,[94.71151169 64.79293849 73.92870081],[86.71977901 80.05550289 70.34027243],[94. 69. 69.],[-0.71151169 29.20706151 20.07129919],[ 7.28022099 13.94449711 23.65972757],[ 0. 25. 25.],94.0,10.0,0.05
-0.1741461,1,1361.7473,8.739070745657555,"[2297.8317018440093, 540.282778470068, 2544.7465357334263]",5392.2514120297865,5392.2514120297865,[92.75960834 50.         64.00785673],[84.76787567 63.84812355 60.41942835],[90.  57.5 60. ],[-2.75960834 40.         25.99214327],[ 5.23212433 26.15187645 29.58057165],[ 0.  32.5 30. ],90.0,10.0,0.025
9.202094,1,1361.747498,12.010949468962522,"[2689.019526844455, 2197.136347956327, 2754.60570119549]",6996.900212088641,6996.900212088641,[93.58845241 74.63408686 75.84171379],[85.59671974 89.89665127 72.25328541],[96.  76.  73.5],[ 2.41154759 21.36591314 20.15828621],[10.40328026  6.10334873 23.74671459],[ 0.  20.  22.5],96.0,10.0,0.05
-0.51647395,1,1361.747701,12.15430466803094,"[2515.570428865895, 496.5733715421436, 2352.258037824876]",5392.2514120297865,5392.2514120297865,[89.79945095 50.64415337 67.21356857],[81.80771828 65.90671778 63.62514019],[90.  57.5 60. ],[ 0.20054905 39.35584663 22.78643143],[ 8.19228172 24.09328222 26.37485981],[ 0.  32.5 30. ],90.0,10.0,0.025
4.688006,1,1361.747894,18.86330090157648,"[2567.9549462259306, 1694.5902567057797, 2497.212375977862]",6457.050665070418,6457.050665070418,[88.89209087 70.37744071 73.38659418],[80.9003582  85.64000511 69.7981658 ],[94.   70.25 69.  ],[ 5.10790913 23.62255929 20.61340582],[13.0996418   8.35999489 24.2018342 ],[ 0.   23.75 25.  ],94.0,10.0,0.075
3.1290774,1,1361.748099,7.912585188962913,"[2751.959748831391, 901.1812415226021, 2459.5369949826295]",5927.210961873994,5927.210961873994,[92.36895187 59.01013447 72.65605152],[84.3772192  74.27269888 69.06762314],[92.  62.  64.5],[-0.36895187 32.98986553 19.34394848],[ 7.6227808  17.72730112 22.93237686],[ 0.  30.  27.5],92.0,10.0,0.025
2.3657796,1,1361.748299,8.60447798066387,"[2615.7601624585864, 898.9751144405083, 2552.700441599821]",5927.210961873994,5927.210961873994,[92.09619625 56.83471514 69.78384435],[84.10446358 72.09727955 66.19541597],[92.  62.  64.5],[-0.09619625 35.16528486 22.21615565],[ 7.89553642 19.90272045 25.80458403],[ 0.  30.  27.5],92.0,10.0,0.025
1.9322124,1,1807.207309,1.0879848941333514,"[2490.503506677293, 540.793258225181, 2465.1443969404877]",5392.2514120297865,5392.2514120297865,[88.92159374 50.         65.38029659],[80.92986107 64.47192907 61.79186821],[90.  57.5 60. ],[ 1.07840626 40.         24.61970341],[ 9.07013893 25.52807093 28.20813179],[ 0.  32.5 30. ],90.0,10.0,0.025
