number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_train_freq,state
88,0.9118498267602341,2025-11-21 08:03:08.354594,2025-11-21 08:28:11.978247,0 days 00:25:03.623653,0.14411278008750475,0.00021286524490461074,15,COMPLETE
89,1.2625541741730548,2025-11-21 08:03:13.631433,2025-11-21 08:28:58.794405,0 days 00:25:45.162972,0.13966263122715852,0.0006728606803873621,15,COMPLETE
90,1.027161832565183,2025-11-21 08:04:30.594548,2025-11-21 08:28:59.290738,0 days 00:24:28.696190,0.013336526377061638,0.0002775665314668637,7,COMPLETE
91,1.3273795636145391,2025-11-21 08:04:33.669245,2025-11-21 08:29:15.203121,0 days 00:24:41.533876,0.011169996555424954,0.0003067466179981376,7,COMPLETE
92,1.2479946577559482,2025-11-21 08:04:51.969903,2025-11-21 08:29:08.809085,0 days 00:24:16.839182,0.010767059677106278,0.0003121351651057563,6,COMPLETE
93,1.478499765760921,2025-11-21 08:05:04.258782,2025-11-21 08:29:44.347803,0 days 00:24:40.089021,0.12153020714963854,0.0002853596937866535,15,COMPLETE
94,1.1003000611645648,2025-11-21 08:05:04.536501,2025-11-21 08:29:14.709514,0 days 00:24:10.173013,0.0018972208170290807,0.0002901608185469901,7,COMPLETE
95,1.2106550084401628,2025-11-21 08:05:08.249348,2025-11-21 08:29:25.135672,0 days 00:24:16.886324,0.011709517203938914,0.0002836707294645999,8,COMPLETE
96,1.5030902810326272,2025-11-21 08:05:24.780985,2025-11-21 08:29:08.806465,0 days 00:23:44.025480,0.0019562338599420754,0.00027820868275897946,7,COMPLETE
97,1.1713310782586395,2025-11-21 08:05:27.418428,2025-11-21 08:28:59.205210,0 days 00:23:31.786782,0.011771019117707171,0.00033123489421005764,7,COMPLETE
98,1.0858673716677585,2025-11-21 08:05:30.094614,2025-11-21 08:29:05.963642,0 days 00:23:35.869028,0.014539149700963552,0.00022304495960695733,7,COMPLETE
99,1.1906632796074517,2025-11-21 08:05:41.672660,2025-11-21 08:29:09.719387,0 days 00:23:28.046727,0.012113323926365297,0.0002964261074377117,7,COMPLETE
